record_id,language,chapter_id,chapter_title,dialogue,length_chars,length_words,dialogue_id,character,speaker,speaker_confidence,attribution_method,emotion,emotion_score,polarity,subjectivity,affect_method,embedding_index,parallel_group,alignment_score,aligned_to_record_id,alignment_method,semantic_cluster,cluster_probability,cluster_method
fr_ch14_dlg0023,fr,14,CHAPITRE XIV,"Ça ne m'avance pas à grand'chose, dit l'allumeur. Ce que j'aime dans la vie, c'est dormir.",90,16,D001163,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1163,align_691_1163,0.9336,es_ch14_dlg0025,cosine_multilingual_embeddings_v1,8,0.2264,kmeans_multilingual_embeddings_v1
fr_ch14_dlg0024,fr,14,CHAPITRE XIV,"Ce n'est pas de chance, dit le petit prince.",44,9,D001164,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1164,align_225_1164,0.7849,en_ch14_dlg0019,cosine_multilingual_embeddings_v1,2,0.4366,kmeans_multilingual_embeddings_v1
fr_ch14_dlg0025,fr,14,CHAPITRE XIV,"Ce n'est pas de chance, dit l'allumeur. Bonjour.",48,8,D001165,lamplighter,lamplighter,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1165,align_693_1165,0.8493,es_ch14_dlg0027,cosine_multilingual_embeddings_v1,11,0.3654,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0003,fr,15,CHAPITRE XV,qui est menacé de disparition prochaine,39,6,D001166,geographer,geographer,0.6,chapter_dominance,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1166,align_731_1166,0.7915,es_ch15_dlg0039,cosine_multilingual_embeddings_v1,11,0.1942,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0004,fr,15,CHAPITRE XV,"Tiens ! voilà un explorateur ! s'écria-t-il, quand il aperçut le petit prince.",78,13,D001167,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1167,align_233_1167,0.847,en_ch15_dlg0000,cosine_multilingual_embeddings_v1,2,0.4723,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0005,fr,15,CHAPITRE XV,D'où viens-tu ? lui dit le vieux Monsieur.,42,8,D001168,little_prince,little_prince,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1168,align_696_1168,0.9333,es_ch15_dlg0003,cosine_multilingual_embeddings_v1,1,0.2204,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0006,fr,15,CHAPITRE XV,Quel est ce gros livre ? dit le petit prince. Que faites-vous ici ?,67,14,D001169,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1169,align_260_1169,0.9711,en_ch15_dlg0032,cosine_multilingual_embeddings_v1,2,0.4139,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0007,fr,15,CHAPITRE XV,"Je suis géographe, dit le vieux Monsieur.",41,7,D001170,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,1170,align_699_1170,0.9474,es_ch15_dlg0006,cosine_multilingual_embeddings_v1,4,0.3233,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0008,fr,15,CHAPITRE XV,Qu'est-ce qu'un géographe ?,27,4,D001171,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1171,align_700_1171,0.8934,es_ch15_dlg0007,cosine_multilingual_embeddings_v1,4,0.3045,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0009,fr,15,CHAPITRE XV,"C'est un savant qui connaît où se trouvent les mers, les fleuves, les villes, les montagnes et les déserts.",107,19,D001172,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1172,align_701_1172,0.9156,es_ch15_dlg0008,cosine_multilingual_embeddings_v1,4,0.2735,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0010,fr,15,CHAPITRE XV,"Ça c'est bien intéressant, dit le petit prince. Ça c'est enfin un véritable métier ! Et il jeta un coup d'œil autour de lui sur la planète du géographe. Il n'avait jamais vu encore une planète aussi majestueuse.",211,38,D001173,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1173,align_237_1173,0.9345,en_ch15_dlg0004,cosine_multilingual_embeddings_v1,5,0.4038,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0011,fr,15,CHAPITRE XV,"Elle est bien belle, votre planète. Est-ce qu'il y a des océans ?",65,13,D001174,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1174,align_703_1174,0.9693,es_ch15_dlg0010,cosine_multilingual_embeddings_v1,5,0.3361,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0012,fr,15,CHAPITRE XV,"Je ne puis pas le savoir, dit le géographe.",43,9,D001175,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,1175,align_704_1175,0.898,es_ch15_dlg0011,cosine_multilingual_embeddings_v1,4,0.3304,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0013,fr,15,CHAPITRE XV,Ah ! (Le petit prince était déçu.) Et des montagnes ?,53,11,D001176,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1176,align_239_1176,0.9735,en_ch15_dlg0006,cosine_multilingual_embeddings_v1,2,0.4451,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0015,fr,15,CHAPITRE XV,Et des villes et des fleuves et des déserts ?,45,10,D001177,little_prince,little_prince,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1177,align_707_1177,0.9818,es_ch15_dlg0014,cosine_multilingual_embeddings_v1,4,0.2324,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0016,fr,15,CHAPITRE XV,"Je ne puis pas le savoir non plus, dit le géographe.",52,11,D001178,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,1178,align_706_1178,0.8895,es_ch15_dlg0013,cosine_multilingual_embeddings_v1,4,0.3246,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0017,fr,15,CHAPITRE XV,Mais vous êtes géographe !,26,5,D001179,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1179,align_709_1179,0.9539,es_ch15_dlg0016,cosine_multilingual_embeddings_v1,4,0.3674,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0018,fr,15,CHAPITRE XV,"C'est exact, dit le géographe, mais je ne suis pas explorateur. Je manque absolument d'explorateurs. Ce n'est pas le géographe qui va faire le compte des villes, des fleuves, des montagnes, des mers, des océans et des déserts. Le géographe est trop important pour flâner. Il ne quitte pas son bureau. Mais il y reçoit les explorateurs. Il les interroge, et il prend en note leurs souvenirs. Et si les souvenirs de l'un d'entre eux lui paraissent intéressants, le géographe fait faire une enquête sur la moralité de l'explorateur.",529,89,D001180,geographer,geographer,0.75,keyword_rules,love,1.0,1.0,0.75,multilingual_lexicon_character_context_v2,1180,align_710_1180,0.8625,es_ch15_dlg0017,cosine_multilingual_embeddings_v1,4,0.4509,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0019,fr,15,CHAPITRE XV,Pourquoi ça ?,13,3,D001181,geographer,geographer,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1181,align_261_1181,0.8562,en_ch15_dlg0033,cosine_multilingual_embeddings_v1,6,0.4438,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0020,fr,15,CHAPITRE XV,Parce qu'un explorateur qui mentirait entraînerait des catastrophes dans les livres de géographie. Et aussi un explorateur qui boirait trop.,140,20,D001182,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1182,align_711_1182,0.9384,es_ch15_dlg0019,cosine_multilingual_embeddings_v1,4,0.3121,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0021,fr,15,CHAPITRE XV,Pourquoi ça ? fit le petit prince.,34,7,D001183,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1183,align_262_1183,0.9471,en_ch15_dlg0034,cosine_multilingual_embeddings_v1,2,0.5802,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0022,fr,15,CHAPITRE XV,"Parce que les ivrognes voient double. Alors le géographe noterait deux montagnes, là où il n'y en a qu'une seule.",113,20,D001184,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1184,align_713_1184,0.9519,es_ch15_dlg0021,cosine_multilingual_embeddings_v1,4,0.2627,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0023,fr,15,CHAPITRE XV,"Je connais quelqu'un, dit le petit prince, qui serait mauvais explorateur.",74,11,D001185,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,1185,align_257_1185,0.7458,en_ch15_dlg0028,cosine_multilingual_embeddings_v1,2,0.4172,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0024,fr,15,CHAPITRE XV,"C'est possible. Donc, quand la moralité de l'explorateur paraît bonne, on fait une enquête sur sa découverte.",109,17,D001186,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1186,align_715_1186,0.9702,es_ch15_dlg0023,cosine_multilingual_embeddings_v1,4,0.1809,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0025,fr,15,CHAPITRE XV,On va voir ?,12,4,D001187,geographer,geographer,0.7,sandwich_propagation,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1187,align_264_1187,0.8343,en_ch15_dlg0036,cosine_multilingual_embeddings_v1,6,0.2763,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0026,fr,15,CHAPITRE XV,"Non. C'est trop compliqué. Mais on exige de l'explorateur qu'il fournisse des preuves. S'il s'agit par exemple de la découverte d'une grosse montagne, on exige qu'il en rapporte de grosses pierres.",197,31,D001188,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1188,align_265_1188,0.9478,en_ch15_dlg0037,cosine_multilingual_embeddings_v1,4,0.3113,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0027,fr,15,CHAPITRE XV,"Mais toi, tu viens de loin ! Tu es explorateur ! Tu vas me décrire ta planète !",79,18,D001189,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.2,multilingual_lexicon_character_context_v2,1189,align_718_1189,0.9635,es_ch15_dlg0026,cosine_multilingual_embeddings_v1,5,0.4384,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0028,fr,15,CHAPITRE XV,Alors ? interrogea le géographe.,32,5,D001190,geographer,geographer,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1190,align_719_1190,0.8326,es_ch15_dlg0027,cosine_multilingual_embeddings_v1,4,0.4466,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0029,fr,15,CHAPITRE XV,"Oh ! chez moi, dit le petit prince, ce n'est pas très intéressant, c'est tout petit. J'ai trois volcans. Deux volcans en activité, et un volcan éteint. Mais on ne sait jamais.",175,32,D001191,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.1,multilingual_lexicon_character_context_v2,1191,align_266_1191,0.96,en_ch15_dlg0038,cosine_multilingual_embeddings_v1,2,0.2356,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0030,fr,15,CHAPITRE XV,"On ne sait jamais, dit le géographe.",36,7,D001192,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1192,align_721_1192,0.895,es_ch15_dlg0029,cosine_multilingual_embeddings_v1,4,0.2716,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0031,fr,15,CHAPITRE XV,J'ai aussi une fleur.,21,4,D001193,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1193,align_722_1193,0.998,es_ch15_dlg0030,cosine_multilingual_embeddings_v1,7,0.4656,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0032,fr,15,CHAPITRE XV,"Nous ne notons pas les fleurs, dit le géographe.",48,9,D001194,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1194,align_723_1194,0.8558,es_ch15_dlg0031,cosine_multilingual_embeddings_v1,7,0.1576,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0033,fr,15,CHAPITRE XV,Pourquoi ça ! c'est le plus joli !,34,8,D001195,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1195,align_268_1195,0.8087,en_ch15_dlg0040,cosine_multilingual_embeddings_v1,3,0.2877,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0034,fr,15,CHAPITRE XV,Parce que les fleurs sont éphémères.,36,6,D001196,geographer,geographer,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1196,align_725_1196,0.8855,es_ch15_dlg0033,cosine_multilingual_embeddings_v1,7,0.3907,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0035,fr,15,CHAPITRE XV,"Qu'est-ce que signifie : "" éphémère "" ?",39,8,D001197,geographer,geographer,0.55,previous_speaker_window,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1197,align_726_1197,0.9512,es_ch15_dlg0034,cosine_multilingual_embeddings_v1,6,0.3537,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0036,fr,15,CHAPITRE XV,"Les géographies, dit le géographe, sont les livres les plus précieux de tous les livres. Elles ne se démodent jamais. Il est très rare qu'une montagne change de place. Il est très rare qu'un océan se vide de son eau. Nous écrivons des choses éternelles.",253,45,D001198,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1198,align_727_1198,0.9407,es_ch15_dlg0035,cosine_multilingual_embeddings_v1,4,0.2992,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0037,fr,15,CHAPITRE XV,"Mais les volcans éteints peuvent se réveiller, interrompit le petit prince. Qu'est-ce que signifie "" éphémère "" ?",113,18,D001199,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1199,align_728_1199,0.8589,es_ch15_dlg0036,cosine_multilingual_embeddings_v1,2,0.2914,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0038,fr,15,CHAPITRE XV,"Que les volcans soient éteints ou soient éveillés, ça revient au même pour nous autres, dit le géographe. Ce qui compte pour nous, c'est la montagne. Elle ne change pas.",169,30,D001200,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1200,align_729_1200,0.8602,es_ch15_dlg0037,cosine_multilingual_embeddings_v1,4,0.2767,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0039,fr,15,CHAPITRE XV,"Mais qu'est-ce que signifie "" éphémère "" ? répéta le petit prince qui, de sa vie, n'avait renoncé à une question, une fois qu'il l'avait posée.",143,26,D001201,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1201,align_255_1201,0.9101,en_ch15_dlg0026,cosine_multilingual_embeddings_v1,2,0.4603,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0040,fr,15,CHAPITRE XV,"Ça signifie "" qui est menacé de disparition prochaine "".",56,10,D001202,little_prince,little_prince,0.55,previous_speaker_window,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1202,align_270_1202,0.8754,en_ch15_dlg0042,cosine_multilingual_embeddings_v1,6,0.183,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0041,fr,15,CHAPITRE XV,Ma fleur est menacée de disparition prochaine ?,47,8,D001203,rose,rose,0.65,keyword_rules,curiosity,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1203,align_732_1203,0.9762,es_ch15_dlg0040,cosine_multilingual_embeddings_v1,7,0.3747,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0043,fr,15,CHAPITRE XV,Que me conseillez-vous d'aller visiter ? demanda-t-il.,54,7,D001204,rose,rose,0.55,previous_speaker_window,curiosity,0.5,0.0,0.65,multilingual_lexicon_character_context_v2,1204,align_734_1204,0.8745,es_ch15_dlg0042,cosine_multilingual_embeddings_v1,3,0.1763,kmeans_multilingual_embeddings_v1
fr_ch15_dlg0044,fr,15,CHAPITRE XV,"La planète Terre, lui répondit le géographe. Elle a une bonne réputation...",75,12,D001205,geographer,geographer,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1205,align_735_1205,0.85,es_ch15_dlg0043,cosine_multilingual_embeddings_v1,5,0.3441,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0000,fr,17,CHAPITRE XVII,"Bonne nuit, fit le petit prince à tout hasard.",46,9,D001206,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1206,align_277_1206,0.7807,en_ch17_dlg0008,cosine_multilingual_embeddings_v1,2,0.4322,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0001,fr,17,CHAPITRE XVII,"Bonne nuit, fit le serpent.",27,5,D001207,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1207,align_738_1207,0.9229,es_ch17_dlg0001,cosine_multilingual_embeddings_v1,3,0.2289,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0002,fr,17,CHAPITRE XVII,Sur quelle planète suis-je tombé ? demanda le petit prince.,59,10,D001208,little_prince,little_prince,0.65,keyword_rules,curiosity,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,1208,align_287_1208,0.9362,en_ch17_dlg0018,cosine_multilingual_embeddings_v1,2,0.3993,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0003,fr,17,CHAPITRE XVII,"Sur la Terre, en Afrique, répondit le serpent.",46,8,D001209,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1209,align_740_1209,0.9816,es_ch17_dlg0003,cosine_multilingual_embeddings_v1,5,0.2462,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0004,fr,17,CHAPITRE XVII,Ah !... Il n'y a donc personne sur la Terre ?,45,11,D001210,snake,snake,0.7,sandwich_propagation,fear,0.4286,0.0,0.4214,multilingual_lexicon_character_context_v2,1210,align_741_1210,0.9825,es_ch17_dlg0004,cosine_multilingual_embeddings_v1,5,0.3975,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0005,fr,17,CHAPITRE XVII,"Ici c'est le désert. Il n'y a personne dans les déserts. La Terre est grande, dit le serpent.",93,18,D001211,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1211,align_742_1211,0.9727,es_ch17_dlg0005,cosine_multilingual_embeddings_v1,5,0.2643,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0006,fr,17,CHAPITRE XVII,"Je me demande, dit-il, si les étoiles sont éclairées afin que chacun puisse un jour retrouver la sienne. Regarde ma planète. Elle est juste au-dessus de nous... Mais comme elle est loin !",187,33,D001212,businessman,businessman,0.65,keyword_rules,sadness,0.5,0.0,0.75,multilingual_lexicon_character_context_v2,1212,align_743_1212,0.8891,es_ch17_dlg0006,cosine_multilingual_embeddings_v1,9,0.3519,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0007,fr,17,CHAPITRE XVII,"Elle est belle, dit le serpent. Que viens-tu faire ici ?",56,11,D001213,snake,snake,0.65,keyword_rules,fear,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1213,align_744_1213,0.8605,es_ch17_dlg0007,cosine_multilingual_embeddings_v1,3,0.2716,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0008,fr,17,CHAPITRE XVII,"J'ai des difficultés avec une fleur, dit le petit prince.",57,10,D001214,little_prince,little_prince,0.65,keyword_rules,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1214,align_745_1214,0.8454,es_ch17_dlg0008,cosine_multilingual_embeddings_v1,7,0.4139,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0009,fr,17,CHAPITRE XVII,Ah ! fit le serpent.,20,5,D001215,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1215,align_747_1215,0.7599,es_ch17_dlg0011,cosine_multilingual_embeddings_v1,0,0.3002,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0010,fr,17,CHAPITRE XVII,Où sont les hommes ? reprit enfin le petit prince. On est un peu seul dans le désert...,87,18,D001216,little_prince,little_prince,0.65,keyword_rules,curiosity,0.6667,-1.0,0.5167,multilingual_lexicon_character_context_v2,1216,align_278_1216,0.9641,en_ch17_dlg0009,cosine_multilingual_embeddings_v1,2,0.3918,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0011,fr,17,CHAPITRE XVII,"On est seul aussi chez les hommes, dit le serpent.",50,10,D001217,snake,snake,0.65,keyword_rules,fear,0.5714,-1.0,0.4786,multilingual_lexicon_character_context_v2,1217,align_278_1217,0.5266,en_ch17_dlg0009,cosine_multilingual_embeddings_v1,0,0.182,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0012,fr,17,CHAPITRE XVII,"Tu es une drôle de bête, lui dit-il enfin, mince comme un doigt...",66,13,D001218,snake,snake,0.55,previous_speaker_window,fear,0.6,0.0,0.49,multilingual_lexicon_character_context_v2,1218,align_280_1218,0.574,en_ch17_dlg0011,cosine_multilingual_embeddings_v1,1,0.3131,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0013,fr,17,CHAPITRE XVII,"Mais je suis plus puissant que le doigt d'un roi, dit le serpent.",65,13,D001219,king,king,0.65,keyword_rules,fear,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,1219,align_746_1219,0.9325,es_ch17_dlg0010,cosine_multilingual_embeddings_v1,2,0.213,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0014,fr,17,CHAPITRE XVII,Tu n'es pas bien puissant... tu n'as même pas de pattes...,58,11,D001220,king,king,0.55,previous_speaker_window,sadness,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1220,align_746_1220,0.3984,es_ch17_dlg0010,cosine_multilingual_embeddings_v1,11,0.2873,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0015,fr,17,CHAPITRE XVII,"Je puis t'emporter plus loin qu'un navire, dit le serpent.",58,10,D001221,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,1221,align_747_1221,0.9282,es_ch17_dlg0011,cosine_multilingual_embeddings_v1,0,0.2674,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0016,fr,17,CHAPITRE XVII,"Celui que je touche, je le rends à la terre dont il est sorti, dit-il encore. Mais tu es pur et tu viens d'une étoile...",120,25,D001222,snake,snake,0.55,previous_speaker_window,fear,0.6,0.0,0.59,multilingual_lexicon_character_context_v2,1222,align_283_1222,0.7181,en_ch17_dlg0014,cosine_multilingual_embeddings_v1,9,0.308,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0017,fr,17,CHAPITRE XVII,"Tu me fais pitié, toi si faible, sur cette Terre de granit. Je puis t'aider un jour si tu regrettes trop ta planète. Je puis...",127,25,D001223,snake,snake,0.55,previous_speaker_window,fear,0.6,0.0,0.79,multilingual_lexicon_character_context_v2,1223,align_749_1223,0.9193,es_ch17_dlg0013,cosine_multilingual_embeddings_v1,5,0.3046,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0018,fr,17,CHAPITRE XVII,"Oh ! J'ai très bien compris, fit le petit prince, mais pourquoi parles-tu toujours par énigmes ?",96,17,D001224,little_prince,little_prince,0.65,keyword_rules,curiosity,0.7778,0.0,0.5611,multilingual_lexicon_character_context_v2,1224,align_288_1224,0.9089,en_ch17_dlg0019,cosine_multilingual_embeddings_v1,2,0.3946,kmeans_multilingual_embeddings_v1
fr_ch17_dlg0019,fr,17,CHAPITRE XVII,"Je les résous toutes, dit le serpent.",37,7,D001225,snake,snake,0.65,keyword_rules,fear,0.6667,0.0,0.6167,multilingual_lexicon_character_context_v2,1225,align_751_1225,0.9086,es_ch17_dlg0015,cosine_multilingual_embeddings_v1,0,0.2626,kmeans_multilingual_embeddings_v1
fr_ch18_dlg0000,fr,18,CHAPITRE XVIII,"Bonjour, dit le petit prince.",29,5,D001226,little_prince,little_prince,0.65,keyword_rules,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1226,align_290_1226,0.8525,en_ch18_dlg0003,cosine_multilingual_embeddings_v1,2,0.4734,kmeans_multilingual_embeddings_v1
fr_ch18_dlg0001,fr,18,CHAPITRE XVIII,"Bonjour, dit la fleur.",22,4,D001227,rose,rose,0.65,keyword_rules,love,0.5,0.0,0.45,multilingual_lexicon_character_context_v2,1227,align_752_1227,0.9077,es_ch18_dlg0000,cosine_multilingual_embeddings_v1,7,0.4174,kmeans_multilingual_embeddings_v1
fr_ch18_dlg0002,fr,18,CHAPITRE XVIII,Où sont les hommes ? demanda poliment le petit prince.,54,10,D001228,little_prince,little_prince,0.65,keyword_rules,curiosity,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1228,align_291_1228,0.9745,en_ch18_dlg0004,cosine_multilingual_embeddings_v1,2,0.46,kmeans_multilingual_embeddings_v1
fr_ch18_dlg0003,fr,18,CHAPITRE XVIII,"Les hommes ? Il en existe, je crois, six ou sept. Je les ai aperçus il y a des années. Mais on ne sait jamais où les trouver.",125,28,D001229,little_prince,little_prince,0.7,sandwich_propagation,curiosity,1.0,0.0,0.75,multilingual_lexicon_character_context_v2,1229,align_754_1229,0.8418,es_ch18_dlg0002,cosine_multilingual_embeddings_v1,0,0.1202,kmeans_multilingual_embeddings_v1
fr_ch18_dlg0004,fr,18,CHAPITRE XVIII,"Adieu, fit le petit prince.",27,5,D001230,little_prince,little_prince,0.65,keyword_rules,sadness,1.0,0.0,0.65,multilingual_lexicon_character_context_v2,1230,align_290_1230,0.8318,en_ch18_dlg0003,cosine_multilingual_embeddings_v1,2,0.5062,kmeans_multilingual_embeddings_v1
fr_ch18_dlg0005,fr,18,CHAPITRE XVIII,"Adieu, dit la fleur.",20,4,D001231,rose,rose,0.65,keyword_rules,sadness,0.6667,0.0,0.5167,multilingual_lexicon_character_context_v2,1231,align_756_1231,0.8041,es_ch18_dlg0004,cosine_multilingual_embeddings_v1,7,0.3848,kmeans_multilingual_embeddings_v1
fr_ch19_dlg0000,fr,19,CHAPITRE XIX,"D'une montagne haute comme celle-ci, se dit-il donc, j'apercevrai d'un coup toute la planète et tous les hommes...",114,18,D001232,little_prince,little_prince,0.6,chapter_dominance,neutral,0.0,0.0,0.0,multilingual_lexicon_character_context_v2,1232,align_757_1232,0.9517,es_ch19_dlg0000,cosine_multilingual_embeddings_v1,5,0.3475,kmeans_multilingual_embeddings_v1
